,Tweet,Original,Datetime,Username,Likes,Retweets,View,Hashtags,Sentiments
398,The government is studying mechanisms to improve the supply of drinking water to new residential neighborhoods    ,"الحكومة تدرس آليات تحسين تزويد الأحياء السكنية الجديدة بــ #الماء_الشروب
📎https://t.co/bAOPGhI9UW https://t.co/ENYpHcEXDZ",2022-12-21 19:28:25+00:00,APS_Algerie,18,0,1335.0,['الماء_الشروب'],Neutral
399,Examination of a draft law on the prevention and fight against trafficking_in_persons   ,"Examen d'un avant-projet de loi relative à la prévention et à la lutte contre la #traite_des_personnes
📎https://t.co/0YUTxqAE6B https://t.co/GwFY7ZyIZN",2022-12-21 19:22:17+00:00,APS_Algerie,7,1,1419.0,['traite_des_personnes'],Neutral
400,The President_Tebboune   distinguished by the World Coalition for ElQods and Palestine     ,"Le #Président_Tebboune 🇩🇿 distingué par la Coalition mondiale pour #ElQods et la #Palestine 🇵🇸 
📎https://t.co/eWeDkb5ZIP https://t.co/45ECnuML2d",2022-12-21 19:20:42+00:00,APS_Algerie,40,2,2629.0,"['Président_Tebboune', 'ElQods', 'Palestine']",Neutral
401,Goudjil receives the members of the information mission of the health commission dispatched to the wilaya of Tiaret   ,"#Goudjil reçoit les membres de la mission d'information de la commission de la #santé dépêchée dans la wilaya de #Tiaret 
📎https://t.co/soqv6xRQ2K https://t.co/THtROrshTi",2022-12-21 19:19:18+00:00,APS_Algerie,9,0,1501.0,"['Goudjil', 'santé', 'Tiaret']",Neutral
402, Ministry of National Defense: Two terrorists were eliminated and five others were arrested within a week   ,"▶️#وزارة_الدفاع_الوطني : القضاء على إرهابيين اثنين وتوقيف خمسة آخرين خلال أسبوع
📎https://t.co/ujaICg6rU7",2022-12-21 19:17:43+00:00,APS_Algerie,13,0,1528.0,['وزارة_الدفاع_الوطني'],Neutral
403,Government_meeting: The government is considering amending the decree permitting public utility to prepare the entrances to the roads leading to the new city Buainan    ,"#اجتماع_الحكومة: الحكومة تدرس تعديل مرسوم التصريح بالمنفعة العامة لتهيئة مداخل الطرق المؤدية للمدينة الجديدة #بوعينان 
📎https://t.co/8BMUVYhQKH https://t.co/gCM0VFBWm3",2022-12-21 19:15:27+00:00,APS_Algerie,12,0,2318.0,"['اجتماع_الحكومة', 'بوعينان']",Neutral
404,Government _ meeting: Studying a preliminary draft law related to preventing and combating human trafficking    ,"#اجتماع_الحكومة: دراسة مشروع تمهيدي لقانون يتعلق بالوقاية من #الاتجار_بالبشر ومكافحته
📎https://t.co/mYAeuoojDt https://t.co/qS4HFDs31L",2022-12-21 19:13:58+00:00,APS_Algerie,6,0,1052.0,"['اجتماع_الحكومة', 'الاتجار_بالبشر']",Neutral
405,The government is studying the draft law amending the order related to cash and loan    ,"الحكومة تدرس مشروع القانون المعدل للأمر المتعلق بــ #النقد_والقرض
📎https://t.co/6vKt5wfU65 https://t.co/CbWgJaOctR",2022-12-21 19:11:52+00:00,APS_Algerie,10,0,1131.0,['النقد_والقرض'],Neutral
406,Government _ meeting: Studying several files related to different sectors    ,"#اجتماع_الحكومة: دراسة عدة ملفات ذات صلة بقطاعات مختلفة 
📎https://t.co/Mc18hW9lnQ https://t.co/GOXa4yP8Au",2022-12-21 19:10:37+00:00,APS_Algerie,13,1,1234.0,['اجتماع_الحكومة'],Neutral
407,"Football   Chan 2022: ""The Algeria date will be the best in organization ever""    ","#كرة_القدم ⚽️ #شان2022  : ""موعد #الجزائر سيكون الأحسن في التنظيم على الإطلاق"" 
📎https://t.co/Ye70smKkyT https://t.co/aaBl5Vo1sO",2022-12-21 18:52:57+00:00,APS_Algerie,17,1,1467.0,"['كرة_القدم', 'شان2022', 'الجزائر']",Positive
408,The draft amendment to the law on the fight against money_laundering hailed   ,"Le projet d'amendement de la loi relative à la lutte contre le #blanchiment_dargent salué
📎https://t.co/uBK8MeQypG https://t.co/G4TpeqF2ab",2022-12-21 18:40:35+00:00,APS_Algerie,18,1,1445.0,['blanchiment_dargent'],Neutral
409,The BEA signs two financing agreements with Holding ACS   ,"La #BEA signe deux conventions de financement avec le Holding ACS 
📎https://t.co/esfRvU4Rgr https://t.co/GtM90RYaZI",2022-12-21 18:39:22+00:00,APS_Algerie,13,0,1453.0,['BEA'],Neutral
410,Meeting_of_the_Government: several sectors on the agenda   ,"#Réunion_du_Gouvernement : plusieurs secteurs à l'ordre du jour 
📎https://t.co/x9iMHutSG9 https://t.co/vKuKyXURYV",2022-12-21 18:37:26+00:00,APS_Algerie,7,1,1122.0,['Réunion_du_Gouvernement'],Neutral
411,Two terrorists shot down and 5 others captured in separate operations in a week   ,"Deux terroristes abattus et 5 autres capturés lors d'opérations distinctes en une semaine 
📎https://t.co/PYVqoFECNA https://t.co/NciOLRlQmn",2022-12-21 18:35:17+00:00,APS_Algerie,33,5,2434.0,,Negative
412,Boughali   reviews with Ugandan Ambassador   the state of historical relations and bilateral friendships   ,"#Boughali 🇩🇿 passe en revue avec l'ambassadeur ougandais 🇺🇬 l'état des relations historiques et les liens d'amitié bilatérales 
📎https://t.co/AbJX0Np5Lv https://t.co/gJ44CxNcpb",2022-12-21 18:34:14+00:00,APS_Algerie,11,3,1236.0,['Boughali'],Neutral
413,The terrorist Arqoub Al-Jilali affirms his conviction that the remnants of terrorist groups are inevitably doomed    ,"الارهابي عرقوب الجيلالي يؤكد قناعته بأن بقايا الجماعات الارهابية آيلة للزوال لا محالة 
📎https://t.co/Hb2aLEbFjV https://t.co/YPv1E1oKgI",2022-12-21 18:30:28+00:00,APS_Algerie,19,2,1933.0,,Negative
414,Opening of two Algerian banks   in Senegal and Mauritania soon    ,"افتتاح بنكين جزائريين 🇩🇿 في #السنغال و #موريتانيا قريبا 
📎https://t.co/IqVhCob6Qw https://t.co/YLXcclGJA5",2022-12-21 18:29:21+00:00,APS_Algerie,21,4,1249.0,"['السنغال', 'موريتانيا']",Neutral
415,"Gas: price ceilings are just an ""illusion""    ","#غاز : تسقيف الأسعار مجرد ""وهم"" 
📎https://t.co/w5KywdUeyI https://t.co/dScb83xXwl",2022-12-21 18:25:12+00:00,APS_Algerie,23,2,1146.0,['غاز'],Negative
416,Ministry of National Defense: The elimination of two terrorists and the arrest of five others within a week    ,"#وزارة_الدفاع_الوطني : القضاء على إرهابيين اثنين وتوقيف خمسة آخرين خلال أسبوع
📎https://t.co/wdMc2G32X2 https://t.co/AJZ3vgpqTS",2022-12-21 18:04:21+00:00,APS_Algerie,14,3,1139.0,['وزارة_الدفاع_الوطني'],Neutral
417,People's National Assembly: Representatives appreciate the draft amendment to the law on prevention of money laundering and terrorist financing    ,"#المجلس_الشعبي_الوطني : النواب يثمنون مشروع تعديل قانون الوقاية من #تبيض_الأموال وتمويل الإرهاب 
📎https://t.co/r13JcJ8O71 https://t.co/OPmeOmz5ZP",2022-12-21 17:51:14+00:00,APS_Algerie,13,0,960.0,"['المجلس_الشعبي_الوطني', 'تبيض_الأموال']",Neutral
418,CHAN2022  : Algeria meeting will be the best ever   ,"#CHAN2022 ⚽️: le rendez-vous d'#Algérie sera le meilleur jamais organisé 
📎https://t.co/YG7Pz956Gg https://t.co/WiksX9fRYQ",2022-12-21 17:41:32+00:00,APS_Algerie,31,6,3777.0,"['CHAN2022', 'Algérie']",Positive
419,Sonatrach H&amp;R: a memorandum of understanding to study the feasibility of an industrial project   ,"#Sonatrach #H&amp;R : un protocole d’entente pour étudier la faisabilité d’un projet industriel 
📎https://t.co/se4TqWwqPS https://t.co/94FsomNmXF",2022-12-21 17:38:55+00:00,APS_Algerie,15,2,1294.0,"['Sonatrach', 'H']",Neutral
420,  Algeria   first in the world in the number of organized activities in the field of entrepreneurship in 2022 ,▶️ #الجزائر 🇩🇿 الأولى عالميا في عدد الأنشطة المنظمة في مجال #المقاولاتية في 2022 https://t.co/PibNz3CdtT,2022-12-21 17:26:18+00:00,APS_Algerie,67,3,5105.0,"['الجزائر', 'المقاولاتية']",Positive
421,Gojil receives members of the temporary information mission to the state of Tiaret    ,"#قوجيل يستقبل أعضاء البعثة الاستعلامية المؤقتة إلى ولاية #تيارت
📎https://t.co/GFWsymvpco https://t.co/Rg7se1mjcq",2022-12-21 17:16:58+00:00,APS_Algerie,4,0,967.0,"['قوجيل', 'تيارت']",Neutral
422,"Gas: the price cap is an ""illusion""   ","#Gaz : le plafonnement des prix est une ""illusion"" 
📎https://t.co/s7wsnSpTyU https://t.co/cnkfcjR0Z5",2022-12-21 17:08:36+00:00,APS_Algerie,8,1,1098.0,['Gaz'],Neutral
423,  Jijel: A training course in sign language for the directorate of training and vocational education ,▶️#جيجل : دورة تكوينية في #لغة_الإشارة لإطارات مديرية #التكوين و #التعليم_المهنيين https://t.co/BFHeV4WCRl,2022-12-21 17:07:06+00:00,APS_Algerie,8,0,928.0,"['جيجل', 'لغة_الإشارة', 'التكوين', 'التعليم_المهنيين']",Neutral
424,Corruption in the European Parliament: New data implicates Morocco    ,"فساد بــ #البرلمان_الأوروبي: معطيات جديدة تورط #المغرب 
📎https://t.co/9zGehoat9t https://t.co/6bv7bWz1qB",2022-12-21 17:02:31+00:00,APS_Algerie,18,2,1535.0,"['البرلمان_الأوروبي', 'المغرب']",Negative
425,  Jijel: Awareness campaign to prevent traffic accidents ,▶️#جيجل: حملة تحسيسية للوقاية من #حوادث_المرور https://t.co/DYTCpBOJYC,2022-12-21 16:56:48+00:00,APS_Algerie,7,0,899.0,"['جيجل', 'حوادث_المرور']",Neutral
426,President _ Tebboune   is honored by the Global Coalition in Support of Quds and Palestine      ,"#الرئيس_تبون 🇩🇿 يكرم من طرف الائتلاف العالمي لنصرة #القدس و #فلسطين 🇵🇸
📎https://t.co/GmRGmu1yOD https://t.co/JT1uY3f6OE",2022-12-21 16:53:03+00:00,APS_Algerie,13,3,1219.0,"['الرئيس_تبون', 'القدس', 'فلسطين']",Positive
427,Algeria_External_Bank concludes two financing agreements with the Algerian Holding Company for Chemical Specialties    ,"#بنك_الجزائر_الخارجي يبرم اتفاقيتي تمويل مع الشركة القابضة الجزائرية للتخصصات الكيمياوية
📎https://t.co/3OjUVTpgcJ https://t.co/EhU6ZEkLfd",2022-12-21 16:51:29+00:00,APS_Algerie,6,1,801.0,['بنك_الجزائر_الخارجي'],Neutral
428,Moualfi   examines mechanisms for strengthening the partnership with the State Secretary at the German Ministry   of Economy and Climate Protection   ,"#Moualfi 🇩🇿 examine les mécanismes de renforcement du partenariat avec le secrétaire d'Etat au ministère allemand 🇩🇪 de l'#Economie et de la Protection du #Climat 
📎https://t.co/l9WbqWCQ8R https://t.co/kNEsJ4paap",2022-12-21 16:49:32+00:00,APS_Algerie,13,1,1385.0,"['Moualfi', 'Economie', 'Climat']",Neutral
429,Entrepreneurship: Algeria ranked first globally for the number of activities organized in 2022   ,"#Entrepreneuriat : l'#Algérie classée première à l'échelle mondiale pour le nombre d'activités organisées en 2022
📎https://t.co/saNtjFofzo https://t.co/BbNyFYjCUb",2022-12-21 16:47:04+00:00,APS_Algerie,22,1,1620.0,"['Entrepreneuriat', 'Algérie']",Positive
430,Exploration_mini re: award of 7 titles for more than 200 million DA   ,"#Exploration_minière : attribution de 7 titres pour plus de 200 millions de DA
📎https://t.co/lcfzEJ87Sk https://t.co/AOAGhOPccn",2022-12-21 16:45:42+00:00,APS_Algerie,8,0,1015.0,['Exploration_minière'],Neutral
431,Bogali   reviews with the ambassador of Uganda   the historical relations and the reality of the solid friendship that brings the two countries together    ,"#بوغالي 🇩🇿 يستعرض مع سفير #أوغندا 🇺🇬 العلاقات التاريخية وواقع الصداقة المتينة التي تجمع البلدين 
📎https://t.co/TYaZ5GXsGe https://t.co/mybbAZNg4S",2022-12-21 16:42:52+00:00,APS_Algerie,13,0,930.0,"['بوغالي', 'أوغندا']",Neutral
432,"FAF  : Zoheir_Djelloul, designated DTN deputy   ","#FAF ⚽️: #Zoheir_Djelloul, désigné #DTN adjoint 
📎https://t.co/DQG7NBi9ls https://t.co/JJMkJYqvkX",2022-12-21 16:16:00+00:00,APS_Algerie,7,0,1095.0,"['FAF', 'Zoheir_Djelloul', 'DTN']",Neutral
433,"  Confessions of the terrorist Arqoub Al-Jilali, Al-Makni Al-Nawas    ","▶️اعترافات الإرهابي عرقوب الجيلالي المكنى النواس

📎https://t.co/PzXmirrD1q",2022-12-21 16:12:41+00:00,APS_Algerie,11,2,1854.0,,Neutral
434,Algerian_Football_Federation  : Appointing Zuhair_Jaloul as Assistant Technical Director    ,"#الاتحادية_الجزائرية_لكرة_القدم ⚽️: تعيين #زهير_جلول في منصب مدير فني مساعد 
📎https://t.co/y8e1c9WwcU https://t.co/SgFAlQ2BBA",2022-12-21 16:09:32+00:00,APS_Algerie,5,1,776.0,"['الاتحادية_الجزائرية_لكرة_القدم', 'زهير_جلول']",Neutral
435,  Al-Aghouat: An International Forum for Islamic Manuscripts to commemorate the International Day of the Arabic Language ,▶️#الأغواط : ملتقى دولي لــ #المخطوطات_الإسلامية إحياء لليوم العالمي لــ #الغة_العربية https://t.co/U01U5KecdI,2022-12-21 15:44:24+00:00,APS_Algerie,10,0,954.0,"['الأغواط', 'المخطوطات_الإسلامية', 'الغة_العربية']",Neutral
436,Entrepreneurship: Algeria ranks first in the world in terms of the number of organized activities in 2022    ,"#مقاولاتية : #الجزائر تحتل المرتبة الأولى عالميا من حيث عدد الأنشطة المنظمة في 2022
📎https://t.co/fQ7ql7SeCK https://t.co/d2TuwWrpct",2022-12-21 15:13:29+00:00,APS_Algerie,49,4,3893.0,"['مقاولاتية', 'الجزائر']",Positive
437,Corruption in the European_Parliament: new revelations overwhelm Morocco   ,"#Corruption au #Parlement_européen : de nouvelles révélations accablent le #Maroc 
📎https://t.co/U8SQDzkjDi https://t.co/fidD9WeZF1",2022-12-21 14:54:01+00:00,APS_Algerie,21,2,2044.0,"['Corruption', 'Parlement_européen', 'Maroc']",Negative
438,Sonatrach signs a memorandum of understanding with the German H&R to complete a feasibility study for an industrial project in Algeria    ,"#سوناطراك توقع مذكرة تفاهم مع H&amp;R الألمانية لإنجاز دراسة جدوى لمشروع صناعي في #الجزائر 
📎https://t.co/XrxobfW1d6 https://t.co/njjNhmrict",2022-12-21 14:18:45+00:00,APS_Algerie,61,4,3227.0,"['سوناطراك', 'الجزائر']",Neutral
439,"President Ghali   praises the ""distinguished"" relations between his country and South_Africa      ","الرئيس #غالي 🇪🇭 يشيد بالعلاقات ""المتميزة"" بين بلاده و #جنوب_إفريقيا 🇿🇦
📎https://t.co/D5IpTYX8Rz https://t.co/qk4mqMSQVA",2022-12-21 12:38:20+00:00,APS_Algerie,42,4,2271.0,"['غالي', 'جنوب_إفريقيا']",Positive
440,Mrs. Mowalfi   discusses mechanisms to strengthen partnership with the Secretary of State at the German Ministry of Economy and Climate Protection      ,"السيدة #موالفي 🇩🇿 تبحث آليات تعزيز الشراكة مع كاتبة الدولة بوزارة #الاقتصاد وحماية #المناخ الألمانية 🇩🇪 
📎https://t.co/N2ISMWMAuo https://t.co/EPUHQ4HvwC",2022-12-21 12:36:07+00:00,APS_Algerie,16,0,1075.0,"['موالفي', 'الاقتصاد', 'المناخ']",Neutral
441,Public_works: Rekhroukh receives members of the APN   ,"#Travaux_publics : #Rekhroukh reçoit des membres de l'#APN
📎https://t.co/9T35rhnGLa https://t.co/8yEZEGD4Cm",2022-12-21 12:34:24+00:00,APS_Algerie,7,0,1023.0,"['Travaux_publics', 'Rekhroukh', 'APN']",Neutral
442,Public_Works: Mr. Rakhrokh receives deputies of the People's_National Assembly    ,"#أشغال_عمومية : السيد #رخروخ يستقبل نوابا عن #المجلس_الشعبي_الوطني
🔗https://t.co/3cl1GJv2vK https://t.co/6Ef3Z3C0Wf",2022-12-21 10:34:55+00:00,APS_Algerie,13,0,1345.0,"['أشغال_عمومية', 'رخروخ', 'المجلس_الشعبي_الوطني']",Neutral
443,Development of an efficient and secure ICT infrastructure: major axis of the government   ,"Développement d'une infrastructure des #TIC performante et sécurisée: axe majeur du gouvernement 
🔗https://t.co/hrdTruqqEt https://t.co/dqlUUYb5n3",2022-12-21 09:56:30+00:00,APS_Algerie,8,0,1039.0,['TIC'],Positive
444,"Developing an effective and safe ICT facility: ""a major focus of the government""    ","تطوير منشأة ل #تكنولوجيات_الاعلام_والاتصال فعالة و آمنة: ""محور رئيسي للحكومة""
🔗https://t.co/tmZeNIdPNg https://t.co/riXjfAGgTb",2022-12-21 09:55:10+00:00,APS_Algerie,14,3,968.0,['تكنولوجيات_الاعلام_والاتصال'],Positive
445,Algerian   German   cooperation prospects reviewed   ,"Les perspectives de coopération algéro 🇩🇿 allemande 🇩🇪 passés en revue 
🔗https://t.co/xzq5N4Bbxn https://t.co/rGM1SoAysk",2022-12-21 08:09:44+00:00,APS_Algerie,19,1,1567.0,,Neutral
446,Signature of agreement between BNA and two insurance companies   ,"Signature de convention entre la #BNA et deux compagnies d'assurances 
🔗https://t.co/jABsx2GZYJ https://t.co/8JQV50cuvf",2022-12-21 08:07:39+00:00,APS_Algerie,14,1,1373.0,['BNA'],Neutral
447,Bill on the fight against money_laundering and financing of terrorism: strengthening the mechanisms for protecting the Economy   ,"Projet de loi sur la lutte contre le #blanchiment_dargent et financement du terrorisme: renforcer les mécanismes de protection de l'#Economie 
🔗https://t.co/imGxRQZyZL https://t.co/bVPzP3POaa",2022-12-21 08:04:14+00:00,APS_Algerie,9,2,1142.0,"['blanchiment_dargent', 'Economie']",Neutral
448,Islamic banking: The National Bank of Algeria signs two partnership agreements with two insurance companies    ,"#صيرفة_اسلامية: #البنك_الوطني_الجزائري يوقع اتفاقيتي شراكة مع شركتين للتأمين
🔗https://t.co/UcsOkLBhBO https://t.co/S6rZxLJmem",2022-12-21 07:57:03+00:00,APS_Algerie,17,1,1344.0,"['صيرفة_اسلامية', 'البنك_الوطني_الجزائري']",Neutral
449,The Law on Prevention and Combating Money Laundering and Terrorist Financing will strengthen mechanisms to protect the national economy    ,"قانون الوقاية من #تبييض_الأموال وتمويل الإرهاب ومكافحتهما سيعزز آليات حماية الاقتصاد الوطني
🔗https://t.co/H3HKUwZ0Dh https://t.co/KudU3BijFM",2022-12-21 07:53:01+00:00,APS_Algerie,33,4,1438.0,['تبييض_الأموال'],Neutral
450,Education/Recruitment: absolute priority given to ENS graduates   ,"#Education/Recrutement: la priorité absolue accordée aux diplômés des ENS

https://t.co/lZWcjqWkVb https://t.co/OovROR7564",2022-12-20 21:52:04+00:00,APS_Algerie,13,0,1576.0,['Education'],Positive
451,Mr. Belaabed highlights the need to safeguard the National Memory in order to mobilize the rising generations and strengthen their patriotic spirit   ,"M. #Belaabed met en avant la nécessité de sauvegarder la Mémoire nationale en vue de mobiliser les générations montantes et renforcer leur esprit patriotique

https://t.co/POV2NsLP3E https://t.co/WkcNQPkuJ4",2022-12-20 21:50:46+00:00,APS_Algerie,9,0,1343.0,['Belaabed'],Positive
452,Algeria - germany: strengthen partnership in new energy fields   ,"#Algérie - #allemagne: renforcer le partenariat dans les nouveaux domaines de l'énergie

https://t.co/DKS5jONOkv https://t.co/yu94yipKwz",2022-12-20 21:48:31+00:00,APS_Algerie,12,0,1810.0,"['Algérie', 'allemagne']",Positive
453,Education: The absolute priority in hiring professors will be for high school graduates   ,"#تربية: الأولوية المطلقة في توظيف #الأساتذة ستكون لخريجي المدارس العليا

https://t.co/t21xJS9VLS https://t.co/67bQGcmET7",2022-12-20 21:44:26+00:00,APS_Algerie,11,0,1202.0,"['تربية', 'الأساتذة']",Neutral
454,Belabed stresses the necessity of preserving the national memory to sharpen the determination of the rising generations and enhance their sense of patriotism   ,"#بلعابد يؤكد على ضرورة حفظ الذاكرة الوطنية لشحذ همم الأجيال الصاعدة و تعزيز حسهم الوطني

https://t.co/Y1mPTsIwQZ https://t.co/OoPv8pub5n",2022-12-20 21:42:52+00:00,APS_Algerie,7,0,1247.0,['بلعابد'],Neutral
455,"The Grand Mosque of Paris is the only authorized to place the ""Halal"" label on products exported from France to Algeria   ","مسجد #باريس الكبير المفوض الوحيد لوضع وسم ""حلال"" على المنتجات المصدرة من #فرنسا نحو #الجزائر

https://t.co/RNGMFnqIo1 https://t.co/aePnZ7IlJv",2022-12-20 19:30:00+00:00,APS_Algerie,23,4,2308.0,"['باريس', 'فرنسا', 'الجزائر']",Neutral
456,Zagdar discusses prospects for cooperation with the Parliamentary Secretary of State to the German Minister of Economy     ,"#زغدار يبحث آفاق التعاون مع كاتبة الدولة البرلمانية لدى وزير الاقتصاد الألماني 🇩🇪

https://t.co/pbEeucnk3T https://t.co/fOkZhw0ihJ",2022-12-20 19:17:00+00:00,APS_Algerie,25,3,2454.0,['زغدار'],Neutral
457,National_Childhood_Sessions: Call for strengthening the legislative system and providing capabilities to promote Child_Rights   ,"#الجلسات_الوطنية_للطفولة: الدعوة إلى تعزيز المنظومة التشريعية وتوفير الإمكانيات لتعزيز #حقوق_الطفل

https://t.co/1ji12TgkXb https://t.co/V0CHcFqSA7",2022-12-20 19:01:35+00:00,APS_Algerie,9,0,1104.0,"['الجلسات_الوطنية_للطفولة', 'حقوق_الطفل']",Neutral
458,Algerian  -German   Energy Day: stressing the importance of developing partnership in new energy fields   ,"يوم #الطاقة الجزائري 🇩🇿-الألماني 🇩🇪: التأكيد على أهمية تطوير الشراكة في المجالات الطاقوية الجديدة

https://t.co/Hu0cKOOX5t https://t.co/pL5fYz8VhG",2022-12-20 19:00:12+00:00,APS_Algerie,35,3,1773.0,['الطاقة'],Positive
459,Interest in strengthening investment opportunities between Algeria   and Bangladesh     ,"إهتمام بتقوية فرص الإستثمار بين #الجزائر 🇩🇿 و #بنغلاديش 🇧🇩

https://t.co/clgZ7hTkXQ https://t.co/WktlZ46r7y",2022-12-20 18:56:46+00:00,APS_Algerie,38,2,2530.0,"['الجزائر', 'بنغلاديش']",Neutral
460,The Ministry of Education: Organizing a ceremony honoring Mujahideen and noble students within the framework of the sixtieth anniversary of independence ,وزارة #التربية: تنظيم حفل تكريمي لمجاهدين و#تلاميذ نجباء في إطار ستينية الاستقلال https://t.co/c2pVgowm4x,2022-12-20 18:55:22+00:00,APS_Algerie,20,1,1850.0,['التربية'],Neutral
461,Strengthen investment opportunities between Algeria   and Bangladesh     ,"Renforcer les opportunités d’investissement entre l’#Algérie 🇩🇿et le #Bangladesh 🇧🇩

https://t.co/RL7P86wv6s https://t.co/z8bC5IkSnk",2022-12-20 18:47:34+00:00,APS_Algerie,10,3,1280.0,"['Algérie', 'Bangladesh']",Neutral
462,Algeria  -Sudan  : strengthen bilateral cooperation in the field of Agriculture   ,"#Algérie 🇩🇿-#Soudan 🇸🇩: renforcer la coopération bilatérale dans le domaine de l’#Agriculture

https://t.co/t4srrZkDf7 https://t.co/5YF6ciafEg",2022-12-20 18:34:45+00:00,APS_Algerie,20,1,2109.0,"['Algérie', 'Soudan', 'Agriculture']",Neutral
463,Pharmaceutical _ industry: Inviting investors to raise production   ,"#صناعة_الأدوية: دعوة المستثمرين إلى رفع الإنتاج

https://t.co/1Lmqsok2bL https://t.co/kgTEaBbXT8",2022-12-20 18:21:55+00:00,APS_Algerie,5,0,1129.0,['صناعة_الأدوية'],Neutral
464,Pharmaceutical_industry: investors called upon to increase their production   ,"#Industrie_pharmaceutique: les investisseurs appelés à augmenter leur production

https://t.co/H7lSFgX3hg https://t.co/drPCB49InL",2022-12-20 18:21:07+00:00,APS_Algerie,7,0,1540.0,['Industrie_pharmaceutique'],Neutral
465,A former Moroccan officer: The Makhzen s bribery of European representatives aims to support his illegal occupation of Western Sahara  ,"ضابط مغربي سابق : رشوة المخزن للنواب الاوروبيين تهدف لدعم احتلاله غير الشرعي للصحراء الغربية

https://t.co/cCnLtfsFEi",2022-12-20 18:03:58+00:00,APS_Algerie,33,3,3545.0,,Negative
466,Arkab receives German Parliamentary State Secretary and Deputy Minister   for Economy and Climate Protection   ,"#Arkab reçoit la secrétaire d'Etat parlementaire et vice-ministre allemande 🇩🇪 de l'Economie et de la Protection du Climat

https://t.co/YIQebAsU41 https://t.co/2XxacZ4s42",2022-12-20 18:02:43+00:00,APS_Algerie,29,5,2307.0,['Arkab'],Neutral
467,AND: raise awareness among actors to join the public system for the treatment of waste packaging   ,"AND: sensibiliser les acteurs pour adhérer au système public de traitement des #déchets d'emballages

https://t.co/3iLFIgM8Uh https://t.co/ZisHAcXnKN",2022-12-20 17:44:00+00:00,APS_Algerie,13,0,1089.0,['déchets'],Neutral
468,Arqab receives the Parliamentary Secretary of State and Minister Delegate at the German Ministry of Economy and Climate Protection     ,"#عرقاب يستقبل كاتبة الدولة البرلمانية والوزيرة المنتدبة بوزارة الاقتصاد وحماية المناخ الألمانية 🇩🇪

https://t.co/JWDeX1PK0K https://t.co/sesUnEw688",2022-12-20 17:42:43+00:00,APS_Algerie,13,0,1109.0,['عرقاب'],Neutral
469,"Cycling/2022 Arab Championships (individual time trial/U23): Hamza Amari in gold, silver for Cherki   ","#Cyclisme/Championnats arabes 2022 (contre-la-montre individuel/U23): Hamza Amari en or, l'argent pour Cherki

https://t.co/3BPpQVMzxs https://t.co/edQTlRTwB7",2022-12-20 17:17:54+00:00,APS_Algerie,10,1,1258.0,['Cyclisme'],Neutral
470,Morocco: Confronting normalization and overthrowing it requires expanding the unitary struggle against the Makhzen (party)  ,"#المغرب: مواجهة التطبيع و اسقاطه يستدعي توسيع النضال الوحدوي ضد المخزن (حزب)

https://t.co/JeJkzR0Bhk",2022-12-20 17:15:43+00:00,APS_Algerie,44,2,4913.0,['المغرب'],Neutral
471,Algeria does not support the idea of  capping natural gas prices   ,"#الجزائر لا تدعم فكرة تسقيف أسعار #الغاز_الطبيعي

https://t.co/iSIwF0vo0R https://t.co/hDq3AmcNmb",2022-12-20 17:15:08+00:00,APS_Algerie,28,1,1584.0,"['الجزائر', 'الغاز_الطبيعي']",Negative
472,Sonatrach-VNG cooperation: to ensure the technological mastery of green hydrogen   ,"Coopération #Sonatrach-VNG: pour assurer la maîtrise technologique de l'hydrogène vert

https://t.co/du6AE02K5h https://t.co/69jhWax3W4",2022-12-20 16:58:36+00:00,APS_Algerie,8,0,925.0,['Sonatrach'],Neutral
473,Opening of the fourth edition of the Algerian  -German Energy Day   ,افتتاح الطبعة الرابعة ليوم #الطاقة الجزائري 🇩🇿-الألماني 🇩🇪 https://t.co/pxqFu2X6m3,2022-12-20 16:50:56+00:00,APS_Algerie,12,1,1147.0,['الطاقة'],Neutral
474,"mini-enterprises: towards reaching 8 startups for every 10,000 people   ","#مؤسسات_مصغرة: نحو بلوغ 8 مؤسسات ناشئة لكل 10 آلاف نسمة

https://t.co/SxZiVmmpfS https://t.co/2epFkY13hJ",2022-12-20 16:48:32+00:00,APS_Algerie,11,0,895.0,['مؤسسات_مصغرة'],Neutral
475,FPA: significant participation of exporting companies   ,"FPA: participation notable des entreprises exportatrices

https://t.co/K6NsDDy9bp https://t.co/ArWrBICdU5",2022-12-20 16:15:00+00:00,APS_Algerie,5,0,920.0,,Neutral
476,Algerian_Production_Exhibition: A significant turnout on the direct sales pavilion ,#معرض_الإنتاج_الجزائري: إقبال معتبر على جناح البيع المباشر https://t.co/8wpEpW5aue,2022-12-20 16:04:55+00:00,APS_Algerie,10,0,1127.0,['معرض_الإنتاج_الجزائري'],Positive
477,The International Salon of Textiles and Leather: An opportunity for Algerian companies to introduce their products and access international markets.   ,"#الصالون_الدولي_للنسيج_و_الجلود: فرصة للشركات الجزائرية للتعريف بمنتجاتها وولوج أسواق عالمية

https://t.co/EzaKxJQP43 https://t.co/Ad9ClpzYVe",2022-12-20 15:57:02+00:00,APS_Algerie,16,0,1117.0,['الصالون_الدولي_للنسيج_و_الجلود'],Positive
