,Tweet,Original,Datetime,Username,Likes,Retweets,View,Hashtags,Sentiments
153,President _ Tebboune is making a government amendment   ,"#الرئيس_تبون يجري تعديلا حكوميا

https://t.co/A2gdgDQJEw https://t.co/xgPsOqmOwi",2023-03-16 17:23:33+00:00,APS_Algerie,28,3,2120.0,['الرئيس_تبون'],Neutral
154,The President _ Tebboune operates a cabinet reshuffle   ,"Le #Président_Tebboune opère un remaniement ministériel

https://t.co/LAIUBViP0r https://t.co/i6ERNp7EQy",2023-03-16 17:21:07+00:00,APS_Algerie,19,1,2375.0,['Président_Tebboune'],Neutral
155,Lieutenant General Shangriha supervises the implementation of a sectoral tactical exercise with live ammunition   ,"الفريق أول #شنقريحة يشرف بإن قزام على تنفيذ تمرين تكتيكي قطاعي بالذخيرة الحية

https://t.co/9U9vh1iVkh https://t.co/6gQNCoY940",2023-03-16 16:59:54+00:00,APS_Algerie,29,1,1596.0,['شنقريحة'],Neutral
156,President _ Tebboune is making a government amendment   ,"#الرئيس_تبون يجري تعديلا حكوميا

https://t.co/A2gdgDQJEw https://t.co/RjbgqkDyvv",2023-03-16 16:43:25+00:00,APS_Algerie,18,1,2086.0,['الرئيس_تبون'],Neutral
157,Chanegriha supervises in In-Guezzam the execution of a tactical exercise with live ammunition   ,"#Chanegriha supervise à In-Guezzam l'exécution d'un exercice tactique avec munitions réelles

https://t.co/3Mhz449Ksv https://t.co/3h16ygPmjC",2023-03-16 16:42:01+00:00,APS_Algerie,21,0,1566.0,['Chanegriha'],Neutral
158,"The Algerian Parliament takes part in the 2nd international parliamentary conference ""Russia-Africa""   ","Le Parlement algérien participe à la 2e conférence parlementaire internationale ""#Russie-#Afrique""

https://t.co/IqeNyHd9H6 https://t.co/xA274tdUc1",2023-03-16 16:37:25+00:00,APS_Algerie,17,1,1494.0,"['Russie', 'Afrique']",Neutral
159,Bin_Abdul_Rahman: The state is keen to achieve self-sufficiency in durum wheat  ,"#بن_عبد_الرحمان : الدولة حريصة على تحقيق الاكتفاء الذاتي في #القمح الصلب

https://t.co/XDjVvqvvBS",2023-03-16 16:13:28+00:00,APS_Algerie,13,0,1564.0,"['بن_عبد_الرحمان', 'القمح']",Neutral
160,President_Tebboune receives an official invitation from his Russian counterpart   ,"Le #Président_Tebboune reçoit une invitation officielle de son homologue russe

https://t.co/bhjfZ7mIYd https://t.co/r7LdM1On6X",2023-03-16 16:05:06+00:00,APS_Algerie,21,2,1931.0,['Président_Tebboune'],Neutral
161,A government amendment is expected shortly   ,"تعديل حكومي مرتقب بعد قليل

https://t.co/woROt5NGpE https://t.co/2SQEzNOLoi",2023-03-16 16:00:04+00:00,APS_Algerie,11,0,1347.0,,Neutral
162,The International Salon for Home Appliances.. Quality and raising the integration rate is the advantage of the local product  ,"الصالون الدولي للتجهيزات الكهرومنزلية.. الجودة ورفع نسبة الادماج ميزة المنتوج المحلي

https://t.co/lweuduMxwx",2023-03-16 15:55:26+00:00,APS_Algerie,7,0,1029.0,,Positive
163,"The Algerian parliament participates in the second international parliamentary conference "" Russia-Africa""   ","البرلمان الجزائري يشارك في المؤتمر البرلماني الدولي الثاني ""#روسيا-#إفريقيا""

https://t.co/DAM4Liy4Ec https://t.co/vaKAtmfujG",2023-03-16 15:45:28+00:00,APS_Algerie,31,0,1489.0,"['روسيا', 'إفريقيا']",Neutral
164,The Mediator of the French Republic receives the SG of the UNPA   ,"Le Médiateur de la République reçoit le SG de l'UNPA

https://t.co/DMhmbX31kW https://t.co/ZsxkgGZ484",2023-03-16 15:15:26+00:00,APS_Algerie,25,1,2002.0,,Neutral
165,Prime Minister: Opening the Gene Bank before next June ,الوزير الأول: إفتتاح بنك الجينات قبل شهر جوان المقبل https://t.co/lfTgx88oJ4,2023-03-16 15:13:51+00:00,APS_Algerie,43,2,2330.0,,Neutral
166,The Mediator of the Republic receives the Secretary General of the National Union of Algerian Peasants   ,"وسيط الجمهورية يستقبل الأمين العام للاتحاد الوطني للفلاحين الجزائريين

https://t.co/d5sw7Qs9hC https://t.co/fxZW4TDOBS",2023-03-16 15:10:41+00:00,APS_Algerie,20,1,1731.0,,Neutral
167,Prime Minister: All banks are concerned with financing agricultural investment ,الوزير الأول: جميع #البنوك معنية بتمويل الاستثمار الفلاحي https://t.co/k74mjQRfnK,2023-03-16 15:10:23+00:00,APS_Algerie,41,4,2260.0,['البنوك'],Neutral
168,Air_Algeria: launch of an electronic platform for collecting complaints    ,"#Air_Algérie : lancement d’une plateforme électronique de recueil des doléances

🔗https://t.co/h83StG8MrR https://t.co/dKxjD8nXlU",2023-03-16 13:09:51+00:00,APS_Algerie,24,0,1595.0,['Air_Algérie'],Neutral
169,Benabderrahmane: the State determined to achieve self-sufficiency in durum wheat    ,"#Benabderrahmane : l'Etat déterminé à atteindre l'autosuffisance en blé dur

🔗https://t.co/uF20NwQxYg https://t.co/sE0asjXhp5",2023-03-16 13:08:29+00:00,APS_Algerie,22,2,1163.0,['Benabderrahmane'],Neutral
170,Ben _ Abdel _ Rahman: All banks are concerned with financing agricultural investment     ,"#بن_عبد_الرحمان : جميع البنوك معنية بتمويل الاستثمار الفلاحي

🔗https://t.co/UiG0BZ5mTP https://t.co/d4fvUionbi",2023-03-16 13:06:36+00:00,APS_Algerie,36,0,1519.0,['بن_عبد_الرحمان'],Neutral
171,  Algiers: Programming morning police operations at the level of the security sector Bab_Wadi ,▶️ #الجزائر_العاصمة : برمجة عمليات شرطية صباحية على مستوى قطاع اختصاص أمن #باب_الوادي https://t.co/efTcj5wATG,2023-03-16 12:52:49+00:00,APS_Algerie,18,0,1881.0,"['الجزائر_العاصمة', 'باب_الوادي']",Neutral
172,Tour _ Algeria 2023: 55 riders at the starting line of the tenth and final stage     ,"#طواف_الجزائر 2023 : 55 دراجا عند خط انطلاق المرحلة العاشرة و الأخيرة 

🔗https://t.co/o6DlHxIsu3 https://t.co/hdXVblTPnJ",2023-03-16 12:50:40+00:00,APS_Algerie,18,1,985.0,['طواف_الجزائر'],Neutral
173,  Algerian_Airlines launches a new electronic platform to receive customer complaints and grievances ,▶️ #الخطوط_الجوية_الجزائرية تطلق منصة إلكترونية جديدة لتلقي شكاوى و تظلمات الزبائن https://t.co/kfWP57CuEM,2023-03-16 12:45:50+00:00,APS_Algerie,54,8,2274.0,['الخطوط_الجوية_الجزائرية'],Neutral
174,A Sahrawi human rights committee denounces double standards in the application of international law whenever it comes to Western Sahara       ,"لجنة حقوقية صحراوية تندد بازدواجية المعايير في تطبيق القانون الدولي كلما تعلق الأمر بالصحراء الغربية 🇪🇭

🔗https://t.co/U6QKwxmpYl https://t.co/8zoqOG9urn",2023-03-16 12:43:22+00:00,APS_Algerie,12,1,960.0,,Neutral
175,The President of the Republic   receives the President of the Federation Council of Russia      ,"Le président de la République 🇩🇿 reçoit la présidente du Conseil de la fédération de #Russie 🇷🇺

🔗https://t.co/dqYLKxa5NY https://t.co/gqy8urwaoA",2023-03-16 12:41:20+00:00,APS_Algerie,24,2,997.0,['Russie'],Neutral
176,The Director General of National Security visits the Staff Command of the Republican Security Units in Al-Humaiz     ,"المدير العام للأمن الوطني يزور قيادة أركان الوحدات الجمهورية للأمن بـ #الحميز

🔗https://t.co/8XDMkRYpA3 https://t.co/KCv0SavFh4",2023-03-16 12:23:08+00:00,APS_Algerie,20,1,1000.0,['الحميز'],Neutral
177,President _ Tebboune   receives the President of the Federal Council of the Federal Assembly of Russia       ,"#الرئيس_تبون 🇩🇿 يستقبل رئيسة المجلس الفيدرالي للجمعية الفيدرالية لـ #روسيا 🇷🇺

🔗https://t.co/Gng3mzM6gM https://t.co/nvcaFrpucL",2023-03-16 12:21:45+00:00,APS_Algerie,28,2,1157.0,"['الرئيس_تبون', 'روسيا']",Neutral
178,Ben _ Abdul _ Rahman: The state is keen to achieve self-sufficiency in durum wheat     ,"#بن_عبد_الرحمان : الدولة حريصة على تحقيق الاكتفاء الذاتي في القمح الصلب

🔗https://t.co/um2qp1M8vA https://t.co/J9agQXiOnd",2023-03-16 10:42:01+00:00,APS_Algerie,51,3,1462.0,['بن_عبد_الرحمان'],Neutral
179,Benabderrahmane opens the forum on food security in durum wheat    ,"#Benabderrahmane procède à l’ouverture du forum sur la sécurité alimentaire en blé dur

🔗https://t.co/REg3kjjQdV https://t.co/b7ETM6MQX1",2023-03-16 10:19:07+00:00,APS_Algerie,12,2,935.0,['Benabderrahmane'],Neutral
180,Ben_Abdul_Rahman supervises the launch of the work of the Food Security Forum in durum wheat     ,"#بن_عبد_الرحمان يشرف على انطلاق أشغال منتدى الأمن الغذائي في القمح الصلب

🔗https://t.co/89T5ajvxp0 https://t.co/L74ytAfvzw",2023-03-16 10:16:11+00:00,APS_Algerie,19,1,1061.0,['بن_عبد_الرحمان'],Neutral
181,Completion of the establishment of mechanisms for implementing the recommendations of the national child protection meetings    ,"Achèvement de la mise en place des mécanismes de mise en œuvre des recommandations des assises nationales de la protection de l'enfance

🔗https://t.co/V6WmFPfVRi https://t.co/yPYoH2EemO",2023-03-16 09:54:21+00:00,APS_Algerie,28,2,1308.0,,Neutral
182,Launch of the AlgeriaTourismVideosAwards    ,"Lancement du Prix #AlgeriaTourismVideosAwards

🔗https://t.co/cyIQw22uAX https://t.co/GQTA6Ei8tI",2023-03-16 09:53:23+00:00,APS_Algerie,11,1,866.0,['AlgeriaTourismVideosAwards'],Neutral
183,Necessary adaptation to scientific and technical developments to achieve the objectives of environmental justice    ,"Nécessaire adaptation aux développements scientifiques et techniques pour réaliser les objectifs de la justice environnementale

🔗https://t.co/FsQMmSxZ8F https://t.co/1YYOhQ8puY",2023-03-16 09:18:32+00:00,APS_Algerie,21,1,1244.0,,Neutral
184,Goudjil receives the head of the political bureau of the Palestinian Movement   Hamas    ,"#Goudjil reçoit le chef du bureau politique du Mouvement palestinien 🇵🇸 #Hamas

🔗https://t.co/2y3dpzNVIG https://t.co/uHjiCRiUmO",2023-03-16 09:17:21+00:00,APS_Algerie,27,1,1296.0,"['Goudjil', 'Hamas']",Neutral
185,Oran: closing of the work of the 7th symposium of the Algerian Gas Industry Association   ,"#Oran : clôture des travaux du 7e symposium de l’Association algérienne de l’industrie du gaz

https://t.co/O0KpXorVKT https://t.co/TNXuAfYUCZ",2023-03-16 08:45:00+00:00,APS_Algerie,9,0,965.0,['Oran'],Neutral
186,Oran / 7th symposium of the Algerian Gas Industry Association: drafting of a report including the means of rationalizing the consumption of natural gas    ,"#Oran / 7e symposium de l’Association algérienne de l’industrie du gaz: élaboration d’un rapport comportant les moyens de rationalisation de la consommation du gaz naturel

🔗https://t.co/YEIqp9Eonk https://t.co/BTnsxorzoH",2023-03-16 08:43:41+00:00,APS_Algerie,6,1,921.0,['Oran'],Neutral
187,Efforts made by Sonatrach for the success of the energy transition     ,"مجهودات مبذولة من طرف #سوناطراك لنجاح الانتقال الطاقوي

🔗https://t.co/PfhnwsMbk6 https://t.co/TPZESorWcs",2023-03-16 08:42:27+00:00,APS_Algerie,29,1,1034.0,['سوناطراك'],Neutral
188,The conclusion of the works of the seventh forum of the Algerian Gas Industry Association     ,"اختتام أشغال المنتدى السابع للجمعية الجزائرية لصناعة الغاز

🔗https://t.co/5WbqLYkrdi https://t.co/M5TCk25KkW",2023-03-16 08:40:48+00:00,APS_Algerie,10,0,849.0,,Neutral
189,Arab Forum for Sustainable Development in Beirut  : Presenting the experience of Algeria   in involving the private sector     ,"المنتدى العربي للتنمية المستدامة بـ #بيروت 🇱🇧 : عرض تجربة #الجزائر 🇩🇿 في إشراك القطاع الخاص

🔗https://t.co/i1m2jVaO6k https://t.co/hxenIv6qb4",2023-03-16 08:40:11+00:00,APS_Algerie,21,1,956.0,"['بيروت', 'الجزائر']",Neutral
190,Gojeel receives the head of the political bureau of the Palestinian_Islamic_Resistance_Movement       ,"#قوجيل يستقبل رئيس المكتب السياسي لـ #حركة_المقاومة_الإسلامية الفلسطينية 🇵🇸

🔗https://t.co/WzNLcyB5FX https://t.co/q67P1QXphF",2023-03-16 08:38:14+00:00,APS_Algerie,59,5,1675.0,"['قوجيل', 'حركة_المقاومة_الإسلامية']",Neutral
191,Recycling and recovery of waste: examination of an action plan   ,"#Recyclage et valorisation des #déchets: examen d’un plan d'action 
🔗https://t.co/ouEVdmq6Pp https://t.co/r5ZlxJfRsN",2023-03-15 21:24:22+00:00,APS_Algerie,13,0,1423.0,"['Recyclage', 'déchets']",Neutral
192,A draft law aimed at improving the purchasing_power of retirees examined   ,"Un avant-projet de #loi visant l'amélioration du #pouvoir_dachat des #retraités examiné 
🔗https://t.co/7eahEbSPQY https://t.co/SV0R50aPf5",2023-03-15 21:20:44+00:00,APS_Algerie,19,1,1749.0,"['loi', 'pouvoir_dachat', 'retraités']",Neutral
193,Holding of the 6th session of the Algerian   Polish political consultations     ,"Tenue de la 6e session des consultations politiques algéro 🇩🇿polonaises 🇵🇱 
🔗https://t.co/F7KJEXCkwn https://t.co/0dXOj0GxdZ",2023-03-15 21:14:32+00:00,APS_Algerie,19,1,1295.0,,Neutral
194,The commitment of the President_of_the_Republic and his openness to dialogue and debate hailed   ,"L'engagement du #président_de_la_République et son ouverture au #dialogue et au #débat salués 
🔗https://t.co/8WhWAJ3WXl https://t.co/s2DR37kTAT",2023-03-15 21:12:52+00:00,APS_Algerie,13,0,1351.0,"['président_de_la_République', 'dialogue', 'débat']",Positive
195,Maritime_transport: examination of a restructuring plan for companies in the sector   ,"#Transport_maritime: examen d’un plan de restructuration des entreprises du secteur 
🔗https://t.co/oNZvvP772j https://t.co/MIms3cIrbj",2023-03-15 21:09:49+00:00,APS_Algerie,22,1,1705.0,['Transport_maritime'],Neutral
196,The sixth session of political consultations between Algeria   and Bologna      ,"انعقاد الدورة السادسة للمشاورات السياسية بين #الجزائر 🇩🇿 و #بولونيا 🇵🇱 
🔗https://t.co/MntANvDpxr https://t.co/xN9z667xVw",2023-03-15 20:44:28+00:00,APS_Algerie,33,2,1706.0,"['الجزائر', 'بولونيا']",Neutral
197,The need to keep pace with scientific and technical developments to embody the goals of environmentaljustice    ,"ضرورة مواكبة التطورات العلمية والتقنية لتجسيد أهداف #العدالة_البيئية 
🔗https://t.co/r62cHQ0GJm https://t.co/sWizKWqWHc",2023-03-15 20:42:16+00:00,APS_Algerie,12,1,1423.0,['العدالة_البيئية'],Neutral
198,Completing the work of setting up mechanisms for implementing the recommendations of the national sessions for childhood_protection    ,"إتمام أشغال وضع الآليات الخاصة بتنفيذ توصيات الجلسات الوطنية لــ #حماية_الطفولة 
🔗https://t.co/MbOgqXZcih https://t.co/CXNT38yZlO",2023-03-15 19:06:45+00:00,APS_Algerie,22,1,1158.0,['حماية_الطفولة'],Neutral
199,AT launches from this Wednesday a new offer on payments_on_line   ,"#AT lance à compter de ce mercredi une nouvelle offre sur les #paiements_en_ligne 
🔗https://t.co/Kg5KbN3PcL https://t.co/xcnLsN6zLj",2023-03-15 19:01:34+00:00,APS_Algerie,15,0,1186.0,"['AT', 'paiements_en_ligne']",Neutral
200,Exception of unconstitutionality: a mechanism for guaranteeing the rights and freedoms enshrined in the Constitution    ,"Exception d'#inconstitutionnalité : un mécanisme de garantie des #droits et des #libertés consacrés par la #Constitution
 🔗https://t.co/kiTcr8lIXi https://t.co/UbfCEc4N66",2023-03-15 18:58:46+00:00,APS_Algerie,17,0,1306.0,"['inconstitutionnalité', 'droits', 'libertés', 'Constitution']",Neutral
201,Presentation of projects to create 9 proximity health structures and 4 EHS   ,"Présentation de projets de création de 9 structures de #santé de #proximité et de 4 #EHS 
🔗https://t.co/Cw2cmoJwFq https://t.co/Tcgy9UhFTO",2023-03-15 18:52:32+00:00,APS_Algerie,16,1,1223.0,"['santé', 'proximité', 'EHS']",Neutral
202,Maritime _ Transport: The government is studying a plan to restructure the sector's institutions    ,"#النقل_البحري : #الحكومة تدرس مخطط إعادة هيكلة مؤسسات القطاع 
🔗https://t.co/0QEM4O7688 https://t.co/eEtDhHmhIy",2023-03-15 18:51:05+00:00,APS_Algerie,44,3,2151.0,"['النقل_البحري', 'الحكومة']",Neutral
203,Government_meeting: Establishing 9 structures for Neighbourhood_Health and 4 specialized_hospital_institutions    ,"#اجتماع_الحكومة : إنشاء 9 هياكل لـ #الصحة_الجوارية و 4 #مؤسسات_استشفائية_متخصصة
🔗https://t.co/kiigQyObT1 https://t.co/mix57rIpvS",2023-03-15 18:49:38+00:00,APS_Algerie,14,0,1092.0,"['اجتماع_الحكومة', 'الصحة_الجوارية', 'مؤسسات_استشفائية_متخصصة']",Neutral
204,"  Jalal_Sons: Reserving more than 1,700 liters of table_oil destined for speculation ",▶️ #أولاد_جلال : حجز أزيد من 1700 لتر من #زيت_المائدة موجهة لــ #المضاربة https://t.co/zcf7xEcrcg,2023-03-15 18:46:18+00:00,APS_Algerie,11,0,1337.0,"['أولاد_جلال', 'زيت_المائدة', 'المضاربة']",Neutral
205,"TourAlger 2023: Rakiqi   achieves his second victory in the tournament, and Heineken keeps the yellow_shirt    ","#طواف_الجزائر2023 : #رقيقي 🇩🇿 يحقق الفوز الثاني له في الدورة, و #هينيكين يحافظ على #القميص_الأصفر 
🔗https://t.co/a945U57CbR https://t.co/ZzeBgekscA",2023-03-15 18:39:58+00:00,APS_Algerie,12,0,951.0,"['طواف_الجزائر2023', 'رقيقي', 'هينيكين', 'القميص_الأصفر']",Neutral
206,The government is examining the update of the Census_general_of_agriculture system   ,"Le #gouvernement examine l'actualisation du dispositif du #Recensement_général_de_lagriculture 
🔗https://t.co/YyPbssIidQ https://t.co/dYnnjddmWZ",2023-03-15 18:39:11+00:00,APS_Algerie,15,0,1194.0,"['gouvernement', 'Recensement_général_de_lagriculture']",Neutral
207,Startups: the government examines the project to create the first prototyping centers in Algeria   ,"#Startups : le #gouvernement examine le projet de création des premiers centres de #prototypage en #Algérie 
🔗https://t.co/8oBWmYj18C https://t.co/9qzIf7Uilk",2023-03-15 18:33:40+00:00,APS_Algerie,17,1,1427.0,"['Startups', 'gouvernement', 'prototypage', 'Algérie']",Neutral
208,Presentation of the national strategy for the revival of the textile and leather industries   ,"Présentation de la stratégie nationale pour la relance des #industries du #textile et du #cuir
🔗https://t.co/McLhik61h9 https://t.co/mkch1Qsj1D",2023-03-15 18:32:09+00:00,APS_Algerie,15,0,1074.0,"['industries', 'textile', 'cuir']",Neutral
209,Oran: 200 participants at the 9th International Agro-Food Fair   ,"#Oran : 200 participants au 9e Salon international de l’#agroalimentaire 
🔗https://t.co/9NKMEZ2ywn https://t.co/wVrneDM0v5",2023-03-15 18:30:59+00:00,APS_Algerie,13,0,995.0,"['Oran', 'agroalimentaire']",Neutral
210,IMPEX2023: national companies bet on value-added activities for their access to African markets   ,"#IMPEX2023 : des entreprises nationales misent sur les activités à valeur ajoutée pour leur accès aux marchés africains 
🔗https://t.co/9Hl3FG152p https://t.co/epA47Rz0f3",2023-03-15 18:29:59+00:00,APS_Algerie,16,0,939.0,['IMPEX2023'],Neutral
211,Chanegriha begins a working and inspection visit to the wilaya of Tamanrasset *   ,"#Chanegriha entame une visite de travail et d'inspection dans la wilaya de #Tamanrasset *
🔗https://t.co/PnV43hNPSi https://t.co/MxemrQ3XcP",2023-03-15 18:28:41+00:00,APS_Algerie,51,3,2183.0,"['Chanegriha', 'Tamanrasset']",Neutral
212,Meeting_of_the_government: several sectors on the agenda   ,"#Réunion_du_gouvernement : plusieurs secteurs à l'ordre du jour 
🔗https://t.co/GPQYM98ZkO https://t.co/2coRqaZYX5",2023-03-15 18:27:47+00:00,APS_Algerie,8,0,858.0,['Réunion_du_gouvernement'],Neutral
213,The President of the Council of the federation_of_Russia   visiting Algiers   from Wednesday   ,"La présidente du Conseil de la #fédération_de_Russie 🇷🇺 en visite à #Alger 🇩🇿 à partir de mercredi  
🔗https://t.co/RENIpwnGDO https://t.co/ZBZsyRM8Ld",2023-03-15 18:26:46+00:00,APS_Algerie,87,12,3725.0,"['fédération_de_Russie', 'Alger']",Neutral
214,"  Gant: 11 people were arrested and 6,000 liters of fuel destined for smuggling were seized ",▶️ #جانت: توقيف 11 شخصا وحجز 6000 لتر من #الوقود الموجه للتهريب https://t.co/Ld8UWycMYh,2023-03-15 18:25:14+00:00,APS_Algerie,15,1,1039.0,"['جانت', 'الوقود']",Negative
215,"Recycling and valuing waste: The government is studying an action plan in the short, medium and long term    ","#رسكلة وتثمين #النفايات : #الحكومة تدرس مخطط عمل على المدى القصير والمتوسط والطويل 
🔗https://t.co/bEP9Cv4g5s https://t.co/wchi9jIlT2",2023-03-15 18:23:37+00:00,APS_Algerie,8,0,830.0,"['رسكلة', 'النفايات', 'الحكومة']",Neutral
216,The government is considering updating the regulatory framework related to the general census of agriculture    ,"#الحكومة تدرس تحيين الإطار التنظيمي المتعلق بـ #الإحصاء_العام_للفلاحة 
🔗https://t.co/27iQw2FDuK https://t.co/08sjlN3YUx",2023-03-15 18:21:29+00:00,APS_Algerie,7,0,786.0,"['الحكومة', 'الإحصاء_العام_للفلاحة']",Neutral
217,Emerging institutions: The government is studying a project to establish the first modeling centers in Algeria    ,"#مؤسسات_ناشئة : #الحكومة تدرس مشروع إنشاء أول مراكز #النمذجة في #الجزائر 
🔗https://t.co/Ax5iNBJebc https://t.co/Nut06SXuVX",2023-03-15 18:20:01+00:00,APS_Algerie,57,4,1961.0,"['مؤسسات_ناشئة', 'الحكومة', 'النمذجة', 'الجزائر']",Neutral
218,Government_meeting: presenting the national strategy for revitalizing the textile_and_leather industries    ,"#اجتماع_الحكومة : عرض الاستراتيجية الوطنية لإعادة بعث #صناعات_النسيج_والجلود 
🔗https://t.co/g06Ktd6CBb https://t.co/sDBBSiGfvA",2023-03-15 18:17:19+00:00,APS_Algerie,10,0,867.0,"['اجتماع_الحكومة', 'صناعات_النسيج_والجلود']",Neutral
219,Government_meeting: Studying a preliminary draft for the retirement_law devoted to raising the minimum annual amount of pension    ,"#اجتماع_الحكومة : دراسة مشروع تمهيدي لـ #قانون_التقاعد يكرس رفع الحد الأدنى للمبلغ السنوي لــ #المعاش
🔗https://t.co/qNQn1YnjeH https://t.co/P7qs69A05g",2023-03-15 18:15:52+00:00,APS_Algerie,25,0,1058.0,"['اجتماع_الحكومة', 'قانون_التقاعد', 'المعاش']",Neutral
220,Algeria Telecom launches a new offer on electronic _ payment for the benefit of its customers    ,"#اتصالات_الجزائر تطلق عرضا جديدا خاصا بـ #الدفع_الالكتروني لفائدة زبائنها 
🔗https://t.co/CHWXwC3oZV https://t.co/bnfLLLKdnV",2023-03-15 18:13:41+00:00,APS_Algerie,7,0,867.0,"['اتصالات_الجزائر', 'الدفع_الالكتروني']",Positive
221,The government meeting studies draft laws and listens to presentations related to several sectors    ,"#اجتماع_الحكومة يدرس مشاريع #قوانين ويستمع إلى عروض تخص عدة قطاعات
🔗https://t.co/pYDDWAVjgy https://t.co/Q2KRDkOrd8",2023-03-15 18:12:31+00:00,APS_Algerie,16,1,1017.0,"['اجتماع_الحكومة', 'قوانين']",Neutral
222,Lieutenant General Chanegriha is on a working and inspection visit to the 6th Military Region in Tamanrasset    ,"الفريق أول #شنقريحة في زيارة عمل وتفتيش إلى الناحية العسكرية السادسة بــ #تمنراست
🔗https://t.co/Mb3a9vOiMs https://t.co/xkXCqvvrx1",2023-03-15 18:11:26+00:00,APS_Algerie,37,0,1176.0,"['شنقريحة', 'تمنراست']",Neutral
223,"The United Nations system   in Algeria organizes a meeting on ""national and international achievements and challenges"" for women    ","منظومة #الأمم_المتحدة 🇺🇳 بــ #الجزائر تنظم لقاء حول ""الانجازات والتحديات الوطنية والدولية"" لـ #المرأة 
🔗https://t.co/QV0VezHtMx https://t.co/orxyzP4aYH",2023-03-15 17:38:19+00:00,APS_Algerie,12,1,1211.0,"['الأمم_المتحدة', 'الجزائر', 'المرأة']",Neutral
224,  Foiling attempts to bring in more than 16 quintals of treated kif across the border with Morocco ,▶️ احباط محاولات ادخال أزيد من 16 قنطار من الكيف المعالج عبر الحدود مع #المغرب https://t.co/4a5u6TSpLp,2023-03-15 17:12:10+00:00,APS_Algerie,92,10,3584.0,['المغرب'],Neutral
225,TourAlger 2023: Algerian Rakiqi wins the ninth stage Jijel Bejaia   ,"#طواف_الجزائر2023 : الجزائري #رقيقي يفوز بالمرحلة التاسعة #جيجل #بجاية 
🔗https://t.co/pkYWLmWWxS https://t.co/WPX5l6GkBt",2023-03-15 17:08:22+00:00,APS_Algerie,9,1,853.0,"['طواف_الجزائر2023', 'رقيقي', 'جيجل', 'بجاية']",Neutral
226,"TAC: Reguigui   offers a 2nd success on the Tour, Hennequin keeps the maillot_jaune   ","#TAC : #Reguigui 🇩🇿 s’offre un 2e succès sur le #Tour, #Hennequin conserve le #maillot_jaune 
🔗https://t.co/zJroNzgh4z https://t.co/sfycg8oZOa",2023-03-15 17:05:46+00:00,APS_Algerie,9,0,791.0,"['TAC', 'Reguigui', 'Tour', 'Hennequin', 'maillot_jaune']",Positive
227,Start of the sale on sale one week before Ramadhan until A delFitr   ,"Début de la #vente en #solde une semaine avant le #Ramadhan jusqu’au l’#AïdelFitr 
🔗https://t.co/9W7lS0pa9i https://t.co/2gD8S3EAWP",2023-03-15 17:03:47+00:00,APS_Algerie,11,0,844.0,"['vente', 'solde', 'Ramadhan', 'AïdelFitr']",Neutral
228,Oil_market: Arqab warns against adopting  unilateral  measures that lead to permanent instability in the market    ,"#السوق_النفطية : #عرقاب يحذر من اعتماد تدابير ""إنفرادية"" تؤدي لعدم استقرار دائم في #السوق 
🔗https://t.co/0c8D1fWRt8 https://t.co/bRGZXtr6SM",2023-03-15 17:01:13+00:00,APS_Algerie,10,0,761.0,"['السوق_النفطية', 'عرقاب', 'السوق']",Neutral
229,Maqri praises the president's openness to dialogue and discussion    ,"#مقري يشيد بتفتح #رئيس_الجمهورية على #الحوار و النقاش
🔗https://t.co/iq0kVFwvJS https://t.co/lubRMU9jcG",2023-03-15 17:00:06+00:00,APS_Algerie,9,0,889.0,"['مقري', 'رئيس_الجمهورية', 'الحوار']",Positive
230,200 exhibitors at the International Salon of Food Industries    ,"200 عارض في الصالون الدولي لـ #الصناعات_الغذائية 
🔗https://t.co/4JepcY2Ybr https://t.co/kXGvKttZGa",2023-03-15 16:30:14+00:00,APS_Algerie,17,2,1360.0,['الصناعات_الغذائية'],Neutral
231,The President_of_the_Republic receives the President of the MSP   ,"Le #Président_de_la_République reçoit le président du #MSP
🔗https://t.co/v95ggPM1LC https://t.co/HBXcYu9ubg",2023-03-15 16:26:36+00:00,APS_Algerie,23,0,1465.0,"['Président_de_la_République', 'MSP']",Neutral
232,"Oil_market: Arkab warns against the adoption of ""unilateral"" measures   ","#Marché_pétrolier : #Arkab prévient contre l'adoption de mesures ""unilatérales"" 
🔗https://t.co/WWdwg9ZGfM https://t.co/KXBQu6UIOD",2023-03-15 16:25:23+00:00,APS_Algerie,32,5,2237.0,"['Marché_pétrolier', 'Arkab']",Negative
233,The President of the Republic receives the head of the Peace Society Movement    ,"#رئيس_الجمهورية يستقبل رئيس #حركة_مجتمع_السلم 
🔗https://t.co/CtYTMZCYI2 https://t.co/iRKbF1tcxm",2023-03-15 16:02:41+00:00,APS_Algerie,17,0,1139.0,"['رئيس_الجمهورية', 'حركة_مجتمع_السلم']",Neutral
234,Oran: The importance of consolidating the spirit of belonging to the glorious _ liberation _ revolution among youth    ,"#وهران : أهمية ترسيخ روح الإنتماء لــ #ثورة_التحرير_المجيدة عند #الشباب 
🔗https://t.co/xnvOTsf4LX https://t.co/toS58b2vFh",2023-03-15 15:55:59+00:00,APS_Algerie,22,0,1098.0,"['وهران', 'ثورة_التحرير_المجيدة', 'الشباب']",Neutral
